,year,storey_range,floor_area_sqm,remaining_lease,mrt_dist,shopping_dist,school_dist,hawker_dist,town_BEDOK,town_BISHAN,town_BUKIT_BATOK,town_BUKIT_MERAH,town_BUKIT_PANJANG,town_BUKIT_TIMAH,town_CENTRAL_AREA,town_CHOA_CHU_KANG,town_CLEMENTI,town_GEYLANG,town_HOUGANG,town_JURONG_EAST,town_JURONG_WEST,town_KALLANG_WHAMPOA,town_MARINE_PARADE,town_PASIR_RIS,town_PUNGGOL,town_QUEENSTOWN,town_SEMBAWANG,town_SENGKANG,town_SERANGOON,town_TAMPINES,town_TOA_PAYOH,town_WOODLANDS,town_YISHUN,flat_type_2_ROOM,flat_type_3_ROOM,flat_type_4_ROOM,flat_type_5_ROOM,flat_type_EXECUTIVE,flat_type_MULTI_GENERATION
town_JURONG_WEST,-0.027793572352083552,-0.03553615425893107,0.052521663046363805,0.003219292402381555,0.014388380629826263,-0.037984379222347514,-0.023729198330873714,-0.1074230238069888,-0.06408988092611775,-0.03668992584715827,-0.05244472469376441,-0.05330295840055949,-0.05260583116591469,-0.01351887547875828,-0.02447300166226474,-0.05869752832361972,-0.04083462495571477,-0.04267017423678375,-0.061452815933923065,-0.03881558386542141,1.0,-0.04719336499882814,-0.02115866321354196,-0.04697831160342909,-0.07423775033765051,-0.04493188371879289,-0.044437202647138234,-0.08019604209647024,-0.03693751541655631,-0.07160610740425508,-0.04798708404934264,-0.07377551121175548,-0.07192319336849633,-0.00908334187357479,-0.031075851322388763,-0.025874158943229236,0.042920255859572806,0.03353383727252026,-0.005398980569593975
town_KALLANG_WHAMPOA,-0.0015362278007363189,0.05853231601286609,-0.07740197869928456,-0.078275551853875,-0.12655648722380958,0.11795345625569027,0.157576500665553,-0.15832954920415096,-0.0423353904121772,-0.02423599970054373,-0.03464303354735837,-0.035209950797274375,-0.034749454487728926,-0.008930066073716285,-0.016165954203039384,-0.03877340294445144,-0.02697383369814442,-0.02818632924833193,-0.040593443409410804,-0.025640130286925623,-0.04719336499882814,1.0,-0.013976625557749138,-0.031032124477323085,-0.049038695320549074,-0.02968033036888446,-0.029353562461136563,-0.0529745211350819,-0.02439954815672738,-0.04730032992806051,-0.031698482016418096,-0.048733357354934594,-0.0475097851165609,-0.002468171660242772,0.08021230940253705,-0.023749871288875818,-0.028878182058969217,-0.03616381102921959,-0.0035663656561479504
town_MARINE_PARADE,0.001400343944636048,0.010447902198494242,-0.03515486361633567,-0.11720033219983574,0.19898138065097074,0.0382309241750747,-0.034312166787464966,-0.07311040051912053,-0.018980639921889527,-0.010865962944580056,-0.015531850283237834,-0.01578602184233732,-0.015579563024980488,-0.004003703921793507,-0.007247840464780282,-0.017383659219149965,-0.012093442856030768,-0.012637052852794869,-0.018199655773624864,-0.011495490552662932,-0.02115866321354196,-0.013976625557749138,1.0,-0.013912936079736959,-0.021985998217011363,-0.013306872997030223,-0.013160369942857075,-0.0237505855245474,-0.010939288224597143,-0.021206619847135313,-0.014211690676910835,-0.021849103058530883,-0.021300526941742903,-0.007636777532276671,0.045703206784694944,-0.02831958734057194,0.003430639600070973,-0.022552272933508203,-0.0015989436188043127
town_PASIR_RIS,-0.0029180219729620102,-0.0549166572256716,0.1679406178252378,-0.0013769319030027393,0.10182774047401022,-0.04951559342748549,-0.04205098628833766,0.17425424156198896,-0.042142474110194846,-0.024125559726055706,-0.03448517021230138,-0.03504950410162155,-0.03459110620771099,-0.008889373043449667,-0.016092288268403716,-0.03859671810846722,-0.026850917806815172,-0.0280578881886857,-0.04040846491007593,-0.025523291890749762,-0.04697831160342909,-0.031032124477323085,-0.013912936079736959,1.0,-0.04881523301954905,-0.02954508136041764,-0.029219802487156204,-0.05273312384035692,-0.024288362915381945,-0.04708478910882112,-0.03155403658035346,-0.0485112864352487,-0.04729328984006902,-0.012393419331933136,-0.08884486622344664,-0.008914876233121963,0.027693012356940206,0.12147627729909397,-0.0035501142393735276
town_PUNGGOL,0.03773358222743015,0.03804300785099089,-0.013688655533734044,0.3236881405845624,0.09224605351150572,-0.12367372322561279,-0.1240492191718991,0.6712264833965307,-0.06659588999309879,-0.038124556174305574,-0.05449539094089599,-0.05538718285407047,-0.05466279691421891,-0.014047483490438585,-0.025429932197564255,-0.060992688434122075,-0.04243131914373801,-0.04433864111457955,-0.06385571186221445,-0.04033333056273738,-0.07423775033765051,-0.049038695320549074,-0.021985998217011363,-0.04881523301954905,1.0,-0.04668878678006902,-0.04617476294738878,-0.08333182586959985,-0.038381826861796205,-0.07440601203527288,-0.04986344995903062,-0.07666024273795409,-0.07473549652935686,0.015969577399311916,-0.09297762300019485,0.06629444046133777,0.04695182395007554,-0.05773461357435353,-0.005610088689383944
town_QUEENSTOWN,0.0027440317342678484,0.14509484114077378,-0.10241939618420093,-0.0330263101454813,-0.12382163499587787,0.0429288994633098,0.2089063140699618,-0.1408653723828508,-0.040306700724494125,-0.02307462331581118,-0.03298295756309777,-0.033522708435959836,-0.0330842788678637,-0.008502141994649869,-0.015391290162765813,-0.03691540182661896,-0.025681261745273166,-0.026835655145104154,-0.038648226907794035,-0.024411468701489546,-0.04493188371879289,-0.02968033036888446,-0.013306872997030223,-0.02954508136041764,-0.04668878678006902,1.0,-0.027946955155007315,-0.0504360098873924,-0.02323033461581722,-0.04503372294475911,-0.03017950739599354,-0.04639808044950165,-0.04523314115056548,0.015418919622379082,0.07638719188824007,-0.00949431261317573,-0.043453474973470615,-0.041458535418711674,-0.003395467285808605
town_SEMBAWANG,0.014417263030349884,-0.002729894051209124,0.02775920678082246,0.1227596537402847,-0.03802963843112047,-0.044304415837341,0.033880548638940446,0.07344934062784843,-0.039862940965076726,-0.022820581454104392,-0.032619829124152615,-0.033153637567760415,-0.032720034924126354,-0.008408537000485673,-0.015221838555538875,-0.03650897883642174,-0.025398521894855804,-0.026540205910684823,-0.03822272624497064,-0.024142708736438992,-0.044437202647138234,-0.029353562461136563,-0.013160369942857075,-0.029219802487156204,-0.04617476294738878,-0.027946955155007315,1.0,-0.049880730710200355,-0.02297457843843154,-0.04453792066621858,-0.029847243759905377,-0.04588725717079884,-0.04473514336176255,0.032550311145601994,-0.07269894899384266,0.010250340164097012,0.03051143721707862,0.03309461442816173,-0.0033580846243954515
town_SENGKANG,0.011678865874355654,0.07415276934532351,0.030197603902956362,0.27199966399828757,0.21873726268840732,-0.134203317938727,-0.11431097869604678,0.3841144399095609,-0.0719408491373679,-0.04118441760368451,-0.0588691689347086,-0.05983253570545196,-0.05905001084361062,-0.015174928822935555,-0.027470928250798075,-0.06588793689184604,-0.04583683962381969,-0.04789724248313776,-0.06898074542009694,-0.043570467329473186,-0.08019604209647024,-0.0529745211350819,-0.0237505855245474,-0.05273312384035692,-0.08333182586959985,-0.0504360098873924,-0.049880730710200355,1.0,-0.0414623367323004,-0.08037780840976083,-0.05386547024663293,-0.08281296275516023,-0.08073373719582336,0.010099448561431117,-0.12125562212126316,0.050630677503980315,0.0639940543788911,-0.007696337919575384,-0.0060603521342239165
town_SERANGOON,-0.01568248324505187,-0.04795099661922775,0.022812861526631242,-0.07397150197830235,0.08853818945130099,0.034705082685826186,0.018448254033865893,-0.050070055531396866,-0.03313525399289846,-0.018969141373934923,-0.02711456548528823,-0.02755828283113066,-0.02719785950608238,-0.006989424324308275,-0.012652841826661744,-0.030347341602968352,-0.021112001614921317,-0.022061003091689197,-0.031771859069246074,-0.020068132623714485,-0.03693751541655631,-0.02439954815672738,-0.010939288224597143,-0.024288362915381945,-0.038381826861796205,-0.02323033461581722,-0.02297457843843154,-0.0414623367323004,1.0,-0.03702123520900183,-0.024809910634512475,-0.0381428435680124,-0.037185172539059175,-0.011225803776186769,-0.006204301499157795,0.006113670008338973,-0.02176271652242313,0.04008487730673056,-0.0027913391301577187
town_TAMPINES,-0.00035998174181370003,-0.09309383068918652,0.0815434505172162,-0.0651840230173224,-0.10585584630156268,0.023626953089981226,-0.03130859568257228,-0.055270123141026,-0.0642351422266815,-0.036773084471719994,-0.05256359195965298,-0.0534237708743748,-0.05272506358360737,-0.013549516344458836,-0.02452847032594177,-0.05883056772361495,-0.04092717764333822,-0.042766887242260604,-0.061592100261447756,-0.038903560346467365,-0.07160610740425508,-0.04730032992806051,-0.021206619847135313,-0.04708478910882112,-0.07440601203527288,-0.04503372294475911,-0.04453792066621858,-0.08037780840976083,-0.03702123520900183,1.0,-0.04809584796243867,-0.07394272523296468,-0.07208620906549128,-0.022027299751426577,-0.015202430549639323,-0.009627271614311612,0.012554245647758552,0.03155866527297012,0.01945325717009849
town_TOA_PAYOH,-0.0062594956578061875,0.05696050974242459,-0.08258365030038292,-0.1290541903084581,-0.07695748629209848,0.04881182649255418,0.008183067754716488,-0.15368278669270682,-0.043047405880495236,-0.024643611547486163,-0.03522567552880851,-0.03580212744575483,-0.03533388630399329,-0.009080255905809218,-0.01643784042732116,-0.03942551131966589,-0.02742749165773658,-0.028660379498595547,-0.04127616203650842,-0.02607135742800651,-0.04798708404934264,-0.031698482016418096,-0.014211690676910835,-0.03155403658035346,-0.04986344995903062,-0.03017950739599354,-0.029847243759905377,-0.05386547024663293,-0.024809910634512475,-0.04809584796243867,1.0,-0.04955297668339503,-0.048308825861670936,0.02044339671859351,0.08889221287542212,-0.04140337772956895,-0.025588673181114407,-0.03357868182034731,-0.0036263463835757258
town_WOODLANDS,-0.0038072553654499605,-0.06694740059045061,0.10328696967991947,0.054499056121343474,-0.05142185794428888,-0.13813260584897022,-0.06064589051775162,0.044920455967963305,-0.06618123268144199,-0.03788717476874076,-0.05415607702366275,-0.055042316221234885,-0.0543224406487117,-0.013960017255805788,-0.025271593487446245,-0.06061291928891408,-0.04216712180771511,-0.0440625678955108,-0.063458116187502,-0.04008219628968958,-0.07377551121175548,-0.048733357354934594,-0.021849103058530883,-0.0485112864352487,-0.07666024273795409,-0.04639808044950165,-0.04588725717079884,-0.08281296275516023,-0.0381428435680124,-0.07394272523296468,-0.04955297668339503,1.0,-0.07427015820172926,-0.01106957533059221,-0.07646119479639292,0.01542805055993048,0.03867350341212866,0.03749130501713256,-0.005575157640420473
town_YISHUN,0.015283249540518752,-0.08435395567910148,-0.04849407682977191,0.0009250656399047584,0.05565053528904411,-0.042911910130435965,-0.08753328267715052,-0.03737304823300971,-0.06451958810356843,-0.03693592294137703,-0.0527963539103381,-0.05366034186692031,-0.052958540562486736,-0.01360951627478342,-0.02463708722953503,-0.059091081078825936,-0.04110841125674083,-0.042956267452558275,-0.061864842227308085,-0.03907583298342357,-0.07192319336849633,-0.0475097851165609,-0.021300526941742903,-0.04729328984006902,-0.07473549652935686,-0.04523314115056548,-0.04473514336176255,-0.08073373719582336,-0.037185172539059175,-0.07208620906549128,-0.048308825861670936,-0.07427015820172926,1.0,0.0016673423303971127,0.024451913857695913,0.03588230813454109,-0.05098586180828463,-0.0266029440896387,0.0389436309511381
